RECORD_ID,STUDENT_ID,ENROLLMENT_DATE,ACADEMIC_STANDING,CURRENT_GPA,CREDIT_HOURS_ATTEMPTED,CREDIT_HOURS_EARNED,MAJOR_CODE,ADVISOR_ID,FINANCIAL_AID_AMOUNT,LAST_LOGIN_DATE,TOTAL_COURSE_VIEWS,ASSIGNMENT_SUBMISSIONS,DISCUSSION_POSTS,AVG_ASSIGNMENT_SCORE,COURSE_COMPLETION_RATE,PLAGIARISM_INCIDENTS,WRITING_QUALITY_SCORE,ENGAGEMENT_SCORE,AT_RISK_FLAG,INTERVENTION_COUNT,LAST_UPDATED
RET_000237,STU_202400237,2024-08-06 0:00:00,Excellent Standing,1.7,12,10,MKTG,ADV_1054,18374.46,2025-07-03 14:28:37,7,10,15,82.4,0.69,2,75.5,75.9,FALSE,3,2025-08-01 8:01:37
RET_000238,STU_202400238,2024-08-08 0:00:00,Probationary Status,3.76,20,17,POLI,ADV_1083,4603.43,2025-07-31 14:28:37,224,10,25,90.7,0.46,0,92.7,94.9,FALSE,1,2025-08-01 12:56:37
RET_000239,STU_202400239,2024-08-01 0:00:00,Academic Suspension,3.34,18,17,PHYS,ADV_1052,5027.31,2025-07-03 14:28:37,10,15,29,79.4,0.93,0,50.2,68.4,FALSE,2,2025-07-31 18:44:37
RET_000240,STU_202400240,2024-08-02 0:00:00,Good Standing,3.76,13,10,RELI,ADV_1050,11942.62,2025-07-31 14:28:37,196,12,27,55.7,0.53,0,90.5,60.4,TRUE,4,2025-07-31 14:10:37
RET_000241,STU_202400241,2024-08-15 0:00:00,Conditional Standing,2.68,19,13,NURS,ADV_1074,30126.06,2025-07-25 14:28:37,77,9,17,69.3,0.68,0,62,54.3,TRUE,1,2025-08-01 12:24:37
RET_000242,STU_202400242,2024-08-06 0:00:00,Satisfactory Progress,3.06,19,15,RELI,ADV_1071,22121.95,2025-07-20 14:28:37,45,12,2,97.8,0.84,0,75.8,88.1,FALSE,0,2025-07-31 21:09:37
RET_000243,STU_202400243,2024-08-15 0:00:00,Academic Probation,3.08,13,12,PSYC,ADV_1137,34750.46,2025-07-27 14:28:37,105,11,3,56.3,0.32,8,43.7,35.7,TRUE,6,2025-07-31 17:49:37
RET_000244,STU_202400244,2024-08-14 0:00:00,Conditional Standing,2.65,12,8,BUSN,ADV_1082,7910.25,2025-07-26 14:28:37,84,17,11,49.5,0.35,0,73,31.1,FALSE,0,2025-08-01 11:14:37
RET_000245,STU_202400245,2024-08-13 0:00:00,Academic Suspension,3.67,18,12,PHYS,ADV_1113,0,2025-07-28 14:28:37,141,21,26,73.1,0.77,7,43.4,74.6,FALSE,1,2025-07-31 18:07:37
RET_000246,STU_202400246,2024-08-05 0:00:00,Probationary Status,3.28,20,14,BUSN,ADV_1031,14251.24,2025-08-01 14:28:37,173,13,19,53.8,0.54,2,39.9,30.6,TRUE,1,2025-07-31 18:49:37
RET_000247,STU_202400247,2024-08-04 0:00:00,Satisfactory Progress,2.33,13,12,COMP,ADV_1070,0,2025-07-25 14:28:37,118,17,27,64,0.79,0,41.7,68.8,TRUE,8,2025-08-01 8:54:37
RET_000248,STU_202400248,2024-08-01 0:00:00,Distinguished Standing,2.69,16,15,MKTG,ADV_1039,24962.7,2025-08-01 14:28:37,293,15,4,83.7,0.7,0,37.5,48.2,FALSE,3,2025-08-01 3:06:37
RET_000249,STU_202400249,2024-08-04 0:00:00,Academic Warning,3.52,20,15,MUSC,ADV_1041,0,2025-07-27 14:28:37,51,13,9,71.7,0.52,0,35.2,35.1,FALSE,3,2025-07-31 13:40:37
RET_000250,STU_202400250,2024-08-15 0:00:00,Conditional Standing,3.08,19,18,HIST,ADV_1071,0,2025-07-26 14:28:37,83,20,0,97.9,0.96,4,79.4,70.9,TRUE,4,2025-08-01 6:30:37
RET_000251,STU_202400251,2024-08-10 0:00:00,Academic Warning,3.23,17,16,MUSC,ADV_1030,5935.78,2025-07-04 14:28:37,33,13,2,56.7,0.99,0,82.3,26.7,FALSE,2,2025-08-01 2:45:37
RET_000252,STU_202400252,2024-08-02 0:00:00,Distinguished Standing,3.12,15,14,MGMT,ADV_1004,28221.61,2025-07-30 14:28:37,303,11,22,56.2,0.43,0,54.5,48.2,FALSE,2,2025-07-31 20:07:37
RET_000253,STU_202400253,2024-08-02 0:00:00,Excellent Standing,2.92,17,14,JOUR,ADV_1144,8058.28,2025-08-01 14:28:37,244,8,19,93,0.65,6,66.4,71.3,TRUE,7,2025-08-01 10:26:37
RET_000254,STU_202400254,2024-08-12 0:00:00,Probationary Status,3.28,19,17,JOUR,ADV_1132,8562.33,2025-07-02 14:28:37,36,24,26,67,0.55,2,80,75.3,FALSE,0,2025-08-01 3:04:37
RET_000255,STU_202400255,2024-08-08 0:00:00,Honor Roll,3.67,17,15,RELI,ADV_1027,25810.58,2025-07-27 14:28:37,64,13,27,65,0.69,0,94.3,58.3,TRUE,5,2025-08-01 12:26:37
RET_000256,STU_202400256,2024-08-14 0:00:00,Warning Status,3.76,13,9,MGMT,ADV_1053,0,2025-07-26 14:28:37,98,17,27,78.9,0.79,0,73.6,68.6,FALSE,1,2025-08-01 13:02:37
RET_000257,STU_202400257,2024-08-02 0:00:00,Excellent Standing,1.34,15,10,MATH,ADV_1139,32602.51,2025-07-21 14:28:37,10,7,1,78,0.59,0,76.6,70.4,FALSE,0,2025-07-31 22:52:37
RET_000258,STU_202400258,2024-08-13 0:00:00,Satisfactory Progress,1.63,17,16,ANTH,ADV_1090,0,2025-07-31 14:28:37,312,16,2,80.7,0.9,7,83,40.5,FALSE,2,2025-07-31 20:28:37
RET_000259,STU_202400259,2024-08-09 0:00:00,Satisfactory Progress,1.07,16,13,GEOG,ADV_1141,23851.12,2025-07-25 14:28:37,120,9,12,90.8,0.97,0,90,39.7,TRUE,2,2025-07-31 18:27:37
RET_000260,STU_202400260,2024-08-13 0:00:00,Conditional Standing,3.71,17,15,POLI,ADV_1082,0,2025-07-25 14:28:37,102,22,0,95.3,0.85,0,53.4,16.7,TRUE,3,2025-08-01 1:52:37
RET_000261,STU_202400261,2024-08-03 0:00:00,Distinguished Standing,3.91,12,11,CHEM,ADV_1070,0,2025-07-28 14:28:37,134,11,26,81,0.3,4,67.5,88,FALSE,0,2025-08-01 0:30:37
RET_000262,STU_202400262,2024-08-03 0:00:00,Warning Status,3.59,19,14,BUSN,ADV_1037,32694,2025-07-23 14:28:37,5,8,23,90,0.66,0,83.9,77.8,TRUE,3,2025-07-31 21:25:37
RET_000263,STU_202400263,2024-08-11 0:00:00,Honor Roll,3.73,18,13,MKTG,ADV_1073,0,2025-07-27 14:28:37,92,15,27,57.9,0.98,0,36.9,25.8,FALSE,1,2025-08-01 11:54:37
RET_000264,STU_202400264,2024-08-08 0:00:00,Academic Suspension,2.58,15,11,RELI,ADV_1147,7058.05,2025-07-26 14:28:37,56,22,8,95.3,0.57,0,46.1,74.9,FALSE,2,2025-08-01 1:43:37
RET_000265,STU_202400265,2024-08-09 0:00:00,Dean's List,2.72,18,13,NURS,ADV_1063,24811.07,2025-07-26 14:28:37,90,11,27,57.4,0.8,2,62.2,85.1,FALSE,0,2025-07-31 23:58:37
RET_000266,STU_202400266,2024-08-03 0:00:00,Academic Probation,2.75,15,13,PHYS,ADV_1044,24396.37,2025-07-31 14:28:37,311,21,16,89.8,0.41,0,91.7,50.8,TRUE,8,2025-08-01 6:26:37
RET_000267,STU_202400267,2024-08-05 0:00:00,Honor Roll,3.84,13,12,ACCT,ADV_1019,2724.58,2025-07-31 14:28:37,173,12,0,78.6,0.72,0,35.6,23.6,TRUE,4,2025-07-31 13:44:37
RET_000268,STU_202400268,2024-08-09 0:00:00,Satisfactory Progress,2.6,12,11,CHEM,ADV_1080,22555.95,2025-07-31 14:28:37,296,8,8,97.6,0.74,0,55.6,94.7,TRUE,4,2025-08-01 6:58:37
RET_000269,STU_202400269,2024-08-14 0:00:00,Dean's List,1.37,13,12,ACCT,ADV_1087,20688.75,2025-07-30 14:28:37,211,17,19,55.4,0.89,0,53.2,35.9,FALSE,3,2025-07-31 22:11:37
RET_000270,STU_202400270,2024-08-10 0:00:00,Satisfactory Progress,2.54,19,15,COMP,ADV_1139,0,2025-07-26 14:28:37,148,17,3,59.7,0.95,0,90.2,53.3,FALSE,0,2025-07-31 15:45:37
RET_000271,STU_202400271,2024-08-07 0:00:00,Warning Status,1.79,20,14,ENGR,ADV_1114,6763.33,2025-07-31 14:28:37,178,22,7,50.7,0.5,0,70.6,18.4,TRUE,8,2025-08-01 9:43:37
RET_000272,STU_202400272,2024-08-04 0:00:00,Warning Status,2.85,19,13,MGMT,ADV_1013,30303.88,2025-07-22 14:28:37,9,21,23,93.8,0.45,0,93.6,47.4,TRUE,2,2025-08-01 7:46:37
RET_000273,STU_202400273,2024-08-15 0:00:00,Probationary Status,3.24,12,10,EDUC,ADV_1034,7565.93,2025-08-01 14:28:37,255,13,4,56.3,0.59,0,56.1,93.5,TRUE,1,2025-08-01 7:52:37
RET_000274,STU_202400274,2024-08-09 0:00:00,Conditional Standing,3.56,18,17,EDUC,ADV_1008,2733.84,2025-07-04 14:28:37,33,8,19,45.5,0.43,0,63.4,67.4,FALSE,1,2025-08-01 5:09:37
RET_000275,STU_202400275,2024-08-13 0:00:00,Academic Suspension,1.52,19,18,FINC,ADV_1121,0,2025-08-01 14:28:37,180,13,30,98.2,0.72,3,60.4,28,TRUE,3,2025-07-31 19:44:37
RET_000276,STU_202400276,2024-08-12 0:00:00,Good Standing,2.83,14,12,MATH,ADV_1013,0,2025-07-28 14:28:37,65,16,1,73.7,0.66,0,87.8,93.5,TRUE,8,2025-08-01 2:33:37
RET_000277,STU_202400277,2024-08-12 0:00:00,Satisfactory Progress,1.84,14,12,FINC,ADV_1028,10943.89,2025-07-29 14:28:37,371,9,13,46.6,0.4,3,57.8,46,FALSE,1,2025-08-01 7:27:37
RET_000278,STU_202400278,2024-08-04 0:00:00,Academic Suspension,2.54,14,10,ACCT,ADV_1099,4207.13,2025-07-30 14:28:37,218,14,12,96,0.54,3,63.5,39.1,TRUE,2,2025-08-01 14:03:37
RET_000279,STU_202400279,2024-08-12 0:00:00,Academic Warning,3.76,17,14,SOCI,ADV_1014,10550.98,2025-07-28 14:28:37,109,14,32,95.6,0.95,0,40,87.5,TRUE,7,2025-07-31 22:59:37
RET_000280,STU_202400280,2024-08-05 0:00:00,Satisfactory Progress,2.25,18,14,BUSN,ADV_1023,23423.45,2025-07-29 14:28:37,325,13,6,76.2,0.84,3,62.3,30.5,FALSE,1,2025-08-01 1:40:37
RET_000281,STU_202400281,2024-08-07 0:00:00,Dean's List,2.3,15,11,GEOG,ADV_1110,0,2025-07-29 14:28:37,394,14,28,67.7,0.82,2,37.1,80.5,FALSE,0,2025-08-01 9:07:37
RET_000282,STU_202400282,2024-08-11 0:00:00,Academic Suspension,3.05,17,16,FINC,ADV_1101,6114.69,2025-07-31 14:28:37,305,14,12,75.3,0.56,0,81.6,74.9,TRUE,1,2025-08-01 4:28:37
RET_000283,STU_202400283,2024-08-11 0:00:00,Honor Roll,2.96,19,17,ANTH,ADV_1046,3270.43,2025-07-31 14:28:37,265,6,32,58.5,0.59,2,40.7,45.6,FALSE,2,2025-08-01 8:18:37
RET_000284,STU_202400284,2024-08-06 0:00:00,Academic Suspension,3.01,14,11,BIOL,ADV_1115,19118.17,2025-07-27 14:28:37,100,7,11,88.3,0.6,0,70.6,60.1,FALSE,3,2025-07-31 18:06:37
RET_000285,STU_202400285,2024-08-08 0:00:00,Honor Roll,2.8,20,15,GEOG,ADV_1092,28347.75,2025-07-29 14:28:37,168,17,23,64.9,0.85,0,36.7,30.5,FALSE,1,2025-08-01 14:24:37
RET_000286,STU_202400286,2024-08-15 0:00:00,Warning Status,1.58,20,19,ACCT,ADV_1080,0,2025-07-27 14:28:37,138,11,13,69.9,0.86,0,39.1,30.9,FALSE,1,2025-07-31 23:15:37
RET_000287,STU_202400287,2024-08-09 0:00:00,Distinguished Standing,3.94,20,17,GEOG,ADV_1086,19035.17,2025-07-07 14:28:37,9,12,13,73.2,0.37,0,51.5,86.8,TRUE,4,2025-08-01 2:08:37
RET_000288,STU_202400288,2024-08-08 0:00:00,Honor Roll,2.74,15,11,NURS,ADV_1051,16506.42,2025-07-31 14:28:37,296,23,27,62,0.52,0,83.1,75.5,FALSE,2,2025-08-01 6:20:37
RET_000289,STU_202400289,2024-08-02 0:00:00,Excellent Standing,3.79,16,14,CHEM,ADV_1137,5447.02,2025-07-25 14:28:37,113,10,26,51.4,0.62,0,78.5,70.5,TRUE,1,2025-08-01 2:17:37
RET_000290,STU_202400290,2024-08-04 0:00:00,Good Standing,2.93,14,13,POLI,ADV_1021,31092.06,2025-07-26 14:28:37,80,9,18,46,0.85,0,42.1,54,FALSE,3,2025-08-01 5:22:37
RET_000291,STU_202400291,2024-08-04 0:00:00,Excellent Standing,3.89,14,11,THEA,ADV_1120,29354.14,2025-08-01 14:28:37,383,12,8,90,0.58,0,45.4,40.5,FALSE,2,2025-07-31 23:54:37
RET_000292,STU_202400292,2024-08-02 0:00:00,Dean's List,3.62,17,15,CHEM,ADV_1146,20467.3,2025-07-08 14:28:37,7,18,1,48.7,0.37,0,86.2,80.7,FALSE,0,2025-08-01 6:17:37
RET_000293,STU_202400293,2024-08-06 0:00:00,Academic Probation,3.6,17,14,COMP,ADV_1034,23542.12,2025-07-28 14:28:37,85,20,22,66.4,0.69,0,71.1,86.6,TRUE,5,2025-07-31 20:25:37
RET_000294,STU_202400294,2024-08-01 0:00:00,Dean's List,2.87,18,16,PHIL,ADV_1024,12708.61,2025-08-01 14:28:37,250,18,29,71.4,0.75,0,76.2,57.6,TRUE,2,2025-07-31 18:17:37
RET_000295,STU_202400295,2024-08-10 0:00:00,Distinguished Standing,3.05,20,15,RELI,ADV_1120,10624.94,2025-07-13 14:28:37,44,6,14,47.6,0.31,2,64.2,94.7,TRUE,7,2025-07-31 16:52:37
RET_000296,STU_202400296,2024-08-09 0:00:00,Conditional Standing,3.86,18,16,ENGL,ADV_1025,5266.44,2025-07-27 14:28:37,138,11,10,49.7,0.81,0,81.5,59,FALSE,1,2025-07-31 15:39:37
RET_000297,STU_202400297,2024-08-04 0:00:00,Satisfactory Progress,3,20,14,COMP,ADV_1117,25951.25,2025-08-01 14:28:37,389,10,2,50.9,0.96,6,37.6,91.1,FALSE,0,2025-08-01 10:14:37
RET_000298,STU_202400298,2024-08-10 0:00:00,Excellent Standing,2.84,18,13,THEA,ADV_1080,25324.48,2025-07-27 14:28:37,138,21,17,82.4,0.95,0,55.4,16.9,FALSE,2,2025-08-01 7:09:37
RET_000299,STU_202400299,2024-08-04 0:00:00,Dean's List,2.98,12,9,JOUR,ADV_1120,0,2025-07-31 14:28:37,182,10,26,79.1,0.77,0,85.7,33.7,FALSE,1,2025-08-01 3:34:37
RET_000300,STU_202400300,2024-08-01 0:00:00,Distinguished Standing,3.93,14,13,SOCI,ADV_1121,31478.16,2025-07-29 14:28:37,297,18,31,97.2,0.53,0,61.7,24,FALSE,3,2025-08-01 11:24:37
RET_000301,STU_202400301,2024-08-02 0:00:00,Satisfactory Progress,3.63,16,11,ENGL,ADV_1060,10293.04,2025-07-29 14:28:37,173,19,18,83.1,0.55,3,44.9,35,TRUE,4,2025-08-01 13:41:37
RET_000302,STU_202400302,2024-08-12 0:00:00,Probationary Status,3.64,12,10,CHEM,ADV_1058,33136.72,2025-07-29 14:28:37,318,16,4,49,0.65,0,93.7,72.9,FALSE,2,2025-08-01 12:52:37
RET_000303,STU_202400303,2024-08-11 0:00:00,Distinguished Standing,3.99,16,12,COMM,ADV_1037,16197.63,2025-07-29 14:28:37,269,11,31,50.6,0.45,0,36.4,58.1,FALSE,2,2025-08-01 12:47:37
RET_000304,STU_202400304,2024-08-01 0:00:00,Satisfactory Progress,3.85,20,14,BUSN,ADV_1067,0,2025-07-27 14:28:37,147,18,29,80.1,0.89,0,82.7,83.9,FALSE,0,2025-08-01 0:35:37
RET_000305,STU_202400305,2024-08-04 0:00:00,Satisfactory Progress,3,19,13,NURS,ADV_1094,11703.64,2025-07-30 14:28:37,206,14,28,91.4,0.66,0,77.5,37.9,FALSE,0,2025-07-31 17:26:37
RET_000306,STU_202400306,2024-08-02 0:00:00,Good Standing,3.64,20,19,ARTS,ADV_1101,23205.21,2025-07-29 14:28:37,167,13,10,81.7,0.97,7,41.4,75.2,FALSE,1,2025-08-01 3:13:37
RET_000307,STU_202400307,2024-08-15 0:00:00,Academic Probation,3.31,20,16,ACCT,ADV_1047,27678.55,2025-07-31 14:28:37,187,22,6,84.9,0.47,0,51.7,26.1,FALSE,2,2025-08-01 13:48:37
RET_000308,STU_202400308,2024-08-01 0:00:00,Honor Roll,3.2,20,18,ANTH,ADV_1085,5731.58,2025-07-19 14:28:37,22,13,33,69.2,0.49,0,60.3,65.6,TRUE,8,2025-07-31 13:54:37
RET_000309,STU_202400309,2024-08-14 0:00:00,Dean's List,1.06,16,14,RELI,ADV_1084,0,2025-07-22 14:28:37,27,11,9,66.2,0.6,0,50.8,72.9,FALSE,0,2025-07-31 20:30:37
RET_000310,STU_202400310,2024-08-06 0:00:00,Conditional Standing,3.33,12,11,THEA,ADV_1117,5100.28,2025-07-25 14:28:37,84,9,3,79.7,0.81,6,65.4,70.9,TRUE,8,2025-08-01 0:56:37
RET_000311,STU_202400311,2024-08-02 0:00:00,Distinguished Standing,3.61,18,14,PHYS,ADV_1125,0,2025-07-28 14:28:37,74,10,17,73.3,0.65,0,90.7,43.2,TRUE,5,2025-08-01 6:13:37
RET_000312,STU_202400312,2024-08-09 0:00:00,Dean's List,3.01,17,16,SOCI,ADV_1008,0,2025-08-01 14:28:37,315,8,14,51.2,0.93,0,36.4,39,TRUE,6,2025-08-01 14:19:37
RET_000313,STU_202400313,2024-08-04 0:00:00,Honor Roll,3.17,12,8,EDUC,ADV_1017,8309.97,2025-07-29 14:28:37,166,10,17,57.1,0.73,0,46.2,68,FALSE,2,2025-08-01 11:23:37
RET_000314,STU_202400314,2024-08-05 0:00:00,Probationary Status,3.31,16,12,POLI,ADV_1122,13773.52,2025-07-26 14:28:37,100,9,17,71.5,0.42,0,74.6,97.4,FALSE,1,2025-08-01 2:03:37
RET_000315,STU_202400315,2024-08-11 0:00:00,Warning Status,2.59,19,18,MKTG,ADV_1029,0,2025-07-28 14:28:37,140,18,0,50,0.65,0,68.4,39.2,TRUE,1,2025-08-01 0:14:37
RET_000316,STU_202400316,2024-08-08 0:00:00,Academic Suspension,3.11,17,15,NURS,ADV_1090,12265.71,2025-07-25 14:28:37,144,18,15,54.1,0.78,0,93.3,32,TRUE,2,2025-08-01 9:49:37
RET_000317,STU_202400317,2024-08-04 0:00:00,Satisfactory Progress,2.35,20,18,ENGL,ADV_1123,27885.88,2025-07-27 14:28:37,108,6,30,67.9,0.31,0,69.9,32.9,FALSE,1,2025-08-01 14:10:37
RET_000318,STU_202400318,2024-08-09 0:00:00,Excellent Standing,3.09,15,13,ENGL,ADV_1119,0,2025-07-22 14:28:37,15,10,22,96.9,0.71,0,37.4,95.5,TRUE,8,2025-07-31 17:07:37
RET_000319,STU_202400319,2024-08-03 0:00:00,Excellent Standing,3.09,15,11,COMP,ADV_1044,16106.55,2025-07-29 14:28:37,270,6,1,75.3,0.99,0,53,83.4,FALSE,3,2025-08-01 0:07:37
RET_000320,STU_202400320,2024-08-12 0:00:00,Academic Suspension,2.76,14,13,PHYS,ADV_1073,5873.73,2025-07-30 14:28:37,343,7,6,61.3,0.82,5,38.6,31.1,TRUE,3,2025-07-31 13:32:37
RET_000321,STU_202400321,2024-08-15 0:00:00,Conditional Standing,2.08,13,9,MUSC,ADV_1090,0,2025-07-27 14:28:37,119,17,31,58.6,0.62,2,70.1,58.7,FALSE,3,2025-07-31 19:53:37
RET_000322,STU_202400322,2024-08-15 0:00:00,Distinguished Standing,3.16,14,12,RELI,ADV_1148,28433.44,2025-07-28 14:28:37,140,16,30,51,0.78,0,87.8,63.7,TRUE,3,2025-07-31 21:00:37
RET_000323,STU_202400323,2024-08-10 0:00:00,Excellent Standing,3.33,13,10,BUSN,ADV_1033,12917.54,2025-08-01 14:28:37,187,21,14,80.3,0.4,0,90.2,88.3,FALSE,0,2025-08-01 3:34:37
RET_000324,STU_202400324,2024-08-10 0:00:00,Academic Suspension,3.97,18,14,CHEM,ADV_1131,9422.65,2025-07-29 14:28:37,297,13,13,84.8,0.44,4,74.8,25.1,FALSE,0,2025-07-31 19:33:37
RET_000325,STU_202400325,2024-08-08 0:00:00,Academic Suspension,2.17,16,11,PHIL,ADV_1027,10634.82,2025-07-04 14:28:37,11,17,34,93.1,0.61,0,47.8,75.5,FALSE,0,2025-08-01 9:23:37
RET_000326,STU_202400326,2024-08-04 0:00:00,Distinguished Standing,3.17,16,11,NURS,ADV_1104,25505.2,2025-07-08 14:28:37,16,17,22,92.5,0.57,0,68.2,82,FALSE,1,2025-08-01 8:51:37
RET_000327,STU_202400327,2024-08-13 0:00:00,Satisfactory Progress,2.53,19,17,ECON,ADV_1028,9797.68,2025-07-28 14:28:37,89,7,33,82.5,0.88,0,86.5,81.9,TRUE,5,2025-07-31 14:51:37
RET_000328,STU_202400328,2024-08-08 0:00:00,Honor Roll,3.96,14,9,PHYS,ADV_1084,12820.34,2025-07-25 14:28:37,122,12,7,96.9,0.65,0,75,22.5,FALSE,0,2025-07-31 14:01:37
RET_000329,STU_202400329,2024-08-13 0:00:00,Honor Roll,3.08,17,14,NURS,ADV_1143,29879.18,2025-07-25 14:28:37,137,14,18,78.4,0.77,1,63.7,74,TRUE,5,2025-08-01 5:18:37
RET_000330,STU_202400330,2024-08-07 0:00:00,Honor Roll,3.57,16,13,THEA,ADV_1019,3388.58,2025-07-28 14:28:37,58,7,29,47.2,0.5,1,49.8,52.7,FALSE,1,2025-08-01 2:26:37
RET_000331,STU_202400331,2024-08-04 0:00:00,Dean's List,3.23,20,16,EDUC,ADV_1078,0,2025-08-01 14:28:37,275,7,27,63.8,0.88,5,91.3,53.7,FALSE,0,2025-08-01 6:35:37
RET_000332,STU_202400332,2024-08-02 0:00:00,Academic Probation,3.82,17,14,ACCT,ADV_1137,13217.7,2025-07-30 14:28:37,239,19,32,80.6,0.84,6,37.6,87.9,TRUE,5,2025-08-01 7:02:37
RET_000333,STU_202400333,2024-08-02 0:00:00,Distinguished Standing,2.8,14,11,JOUR,ADV_1119,0,2025-07-31 14:28:37,332,9,12,68.1,0.94,0,58.7,25.3,TRUE,1,2025-07-31 16:37:37
RET_000334,STU_202400334,2024-08-11 0:00:00,Dean's List,3.6,20,14,ENGL,ADV_1103,17259.23,2025-08-01 14:28:37,271,11,24,67.6,0.98,0,78.6,19,TRUE,6,2025-08-01 8:37:37
RET_000335,STU_202400335,2024-08-07 0:00:00,Academic Suspension,3.7,20,17,ACCT,ADV_1106,5202.51,2025-07-28 14:28:37,88,18,11,75.2,0.78,0,62,96,FALSE,3,2025-08-01 13:32:37
RET_000336,STU_202400336,2024-08-06 0:00:00,Academic Probation,2.86,13,10,ENGL,ADV_1062,17898.23,2025-07-30 14:28:37,324,11,8,67.3,0.44,1,63.8,35,FALSE,3,2025-07-31 16:19:37
RET_000337,STU_202400337,2024-08-07 0:00:00,Distinguished Standing,2.37,15,13,MUSC,ADV_1063,6006.23,2025-07-28 14:28:37,122,24,34,54.8,0.85,6,73.8,22.6,FALSE,2,2025-08-01 0:05:37
RET_000338,STU_202400338,2024-08-07 0:00:00,Excellent Standing,3.5,17,13,PHIL,ADV_1141,15696.19,2025-07-31 14:28:37,185,16,20,72,0.78,2,64.8,71.3,FALSE,2,2025-08-01 2:55:37
RET_000339,STU_202400339,2024-08-08 0:00:00,Distinguished Standing,2.74,15,14,PSYC,ADV_1041,16093.45,2025-07-27 14:28:37,104,14,26,69.7,0.94,0,71,55.9,FALSE,2,2025-08-01 9:24:37
RET_000340,STU_202400340,2024-08-14 0:00:00,Academic Warning,3.02,20,16,MUSC,ADV_1124,20059.66,2025-07-26 14:28:37,61,15,19,87.1,0.71,0,68.7,26.2,FALSE,3,2025-08-01 5:59:37
RET_000341,STU_202400341,2024-08-12 0:00:00,Dean's List,2.71,20,18,NURS,ADV_1099,29012.34,2025-07-28 14:28:37,56,10,25,80.8,0.62,8,37.4,68.5,FALSE,1,2025-07-31 23:32:37
RET_000342,STU_202400342,2024-08-01 0:00:00,Dean's List,2.64,12,8,GEOG,ADV_1017,25698.21,2025-07-25 14:28:37,56,6,17,89.4,0.75,0,51.9,98,TRUE,2,2025-08-01 13:44:37
RET_000343,STU_202400343,2024-08-11 0:00:00,Distinguished Standing,3.94,17,14,RELI,ADV_1088,0,2025-07-31 14:28:37,360,16,30,81.9,0.91,0,94.2,18.3,TRUE,5,2025-07-31 19:20:37
RET_000344,STU_202400344,2024-08-11 0:00:00,Satisfactory Progress,3.82,15,14,PSYC,ADV_1054,14489.72,2025-08-01 14:28:37,329,15,9,75.1,0.98,0,85.2,48.8,FALSE,0,2025-08-01 13:30:37
RET_000345,STU_202400345,2024-08-11 0:00:00,Honor Roll,2.7,17,13,PHIL,ADV_1111,21017.76,2025-07-30 14:28:37,227,19,0,88.1,0.74,0,90.2,17.9,TRUE,1,2025-08-01 0:21:37
RET_000346,STU_202400346,2024-08-02 0:00:00,Distinguished Standing,2.91,13,10,ANTH,ADV_1112,20948.46,2025-07-31 14:28:37,150,15,7,72.8,0.47,6,58.2,21.4,FALSE,0,2025-08-01 11:37:37
RET_000347,STU_202400347,2024-08-01 0:00:00,Warning Status,3.13,20,18,BUSN,ADV_1146,7705,2025-08-01 14:28:37,363,16,25,48,0.39,8,68.6,22,TRUE,1,2025-08-01 2:35:37
RET_000348,STU_202400348,2024-08-07 0:00:00,Excellent Standing,3.9,12,11,THEA,ADV_1088,27888.59,2025-07-30 14:28:37,359,15,16,89,0.78,0,71,77.3,FALSE,3,2025-08-01 9:14:37
RET_000349,STU_202400349,2024-08-12 0:00:00,Warning Status,3.84,17,14,SOCI,ADV_1140,3041.23,2025-07-05 14:28:37,12,10,1,54.9,0.87,2,40.5,78.2,FALSE,0,2025-07-31 15:40:37
RET_000350,STU_202400350,2024-08-06 0:00:00,Honor Roll,3.76,20,16,SOCI,ADV_1061,11580.25,2025-07-30 14:28:37,280,12,30,70.7,0.5,0,55.5,56.2,FALSE,2,2025-07-31 21:28:37
RET_000351,STU_202400351,2024-08-13 0:00:00,Academic Probation,3.33,12,9,PHYS,ADV_1045,7490.76,2025-07-25 14:28:37,97,18,25,65.6,0.86,0,72.9,94.8,FALSE,0,2025-08-01 9:16:37
RET_000352,STU_202400352,2024-08-14 0:00:00,Dean's List,2.16,15,11,ECON,ADV_1020,4084.46,2025-07-26 14:28:37,68,10,29,51.4,0.57,0,51.1,97.3,FALSE,3,2025-08-01 0:44:37
RET_000353,STU_202400353,2024-08-02 0:00:00,Honor Roll,2.98,13,12,ACCT,ADV_1147,7471.32,2025-08-01 14:28:37,315,24,2,93.6,0.55,0,52.3,22.9,FALSE,0,2025-08-01 9:22:37
RET_000354,STU_202400354,2024-08-04 0:00:00,Dean's List,3.72,14,13,EDUC,ADV_1125,21535.37,2025-07-25 14:28:37,85,8,22,71.8,0.9,0,53.8,94.7,FALSE,2,2025-07-31 17:38:37
RET_000355,STU_202400355,2024-08-04 0:00:00,Academic Suspension,3.74,20,17,COMP,ADV_1030,27827.46,2025-07-26 14:28:37,115,8,9,63.8,0.8,7,46.5,86.2,FALSE,1,2025-07-31 18:42:37
RET_000356,STU_202400356,2024-08-04 0:00:00,Academic Warning,2.55,13,9,COMM,ADV_1119,0,2025-07-30 14:28:37,221,19,25,48.6,0.89,2,66.1,79.6,FALSE,0,2025-07-31 17:18:37
